ID,Resistence,time_constant,streng_rectif,rebound_slope,nb_rebound_sp,sag,sag_ratio,rheobaseLP,burst,delay,latencyLP,meanISI,cv_ISI,adaptation1,adaptation2,peak_adaptation1,peak_adaptation2,peakLP,thresholdLP,half_width,height,fastTrough,slowTrough,nb_persistent,dur_persistence,firing_rate_2xRB,cvISIlast_2xRB,rheobase_3ms,latency,threshold,threshold2,peak,height_threshold_peak,height_peak_trough,peak_up_stroke,peak_down_stroke,peak_stroke_ratio,halfWidthTP,halfWidthPT,peakDown,trough,preview,link,Morphology
M03_SM_A1_C18,589.1113413,25.99166667,21.03149461,0.003265415,1,21.03149461,1.17980401,10,65.9,0.432013436,41.8,96.75625,0.948676415,0.009699906,1.126106195,0.711903603,-0.005767178,13.97094758,-36.17553792,0.7,50.1464855,3.75,3.75,0,0,36,0.048148236,90,3.55,-38.78784266,-38.78784266,21.06933641,59.85717907,87.06054882,205.3222702,-84.22851751,-2.437681159,0.75,0.95,-84.22851751,-65.99121241,,,
M04_JS_A1_C05,409.6222015,22.90833333,3.100219796,-0.000446431,0,3.100219796,1.038293015,30,,,952.1,,,,,,,25.00305232,-36.74316488,0.7,61.7462172,4.95,81.4,0,0,11,0.320087223,125,3.15,-48.70910753,-48.70910753,30.12085028,78.82995782,98.6114524,310.0586007,-139.7094758,-2.219309742,0.6,0.7,-139.7094758,-68.49060212,,,
M08_SM_A1_C09,108.9477563,17.725,4.947509876,-0.0000667,0,4.947509876,1.062549192,70,,0.653555219,86.4,132.2,0,,,0.905559787,,38.36059656,-41.77856539,0.7,80.13916195,2.45,30.9,0,0,20,0.180714609,770,3.35,-50.65918082,-50.65918082,41.07666107,91.73584189,111.2976099,395.5078213,-107.4218774,-3.681818182,0.7,0.85,-107.4218774,-70.22094884,,,
M10_JS_A1_C20,386.8103114,20.16875,4.731445418,-0.00025343,0,4.731445418,1.051474787,40,78.275,0.465994001,35.6,76.39583333,0.075556587,-0.001429801,0.968814969,0.968006917,-0.001113894,32.80639722,-37.78076256,0.7,70.58715978,5,13.45,0,0,34,0.09814397,410,4.05,-33.41674879,-33.41674879,33.72192458,67.13867338,94.54345914,270.3857482,-109.2529321,-2.474860335,0.65,0.85,-109.2529321,-60.82153456,,,
M03_JS_A1_C14,14.09912141,27.03333333,1.102417017,-0.000836881,0,1.102417017,1.014973828,130,,,50.65,,,,,,,33.53271559,-48.82812609,0.65,82.36084168,5.05,20.2,0,0,,,,0,,,,,,,,,,,,,,,
M03_SM_A1_C02,150.5126987,18.99166667,3.329711988,-0.000273427,0,3.329711988,1.038495681,70,,,128.3,,,,,,,35.96191487,-30.74951241,0.65,66.71142727,5.05,39.7,0,0,1,,,0,,,,,,,,,,,,,,,
M03_SM_A1_C09,128.1127958,13.69166667,2.720092834,-0.000601813,0,2.720092834,1.03139481,150,,,20.1,,,,,,,46.82006941,-49.04785266,0.65,95.86792206,1.7,23.15,0,0,,,,0,,,,,,,,,,,,,,,
M08_JS_A1_C07,487.0605578,26.225,4.718628035,-0.000171677,0,4.718628035,1.039764632,90,,,6.75,,,,,,,5.096435661,-49.74365346,0.65,54.84008912,1.8,1.8,0,0,,,,0,,,,,,,,,,,,,,,
M08_JS_A1_C08,116.2211126,17.8,5.356445432,-0.000900269,0,5.356445432,1.05993553,250,,,26.35,,,,,,,36.2854012,-40.95459076,0.65,77.23999196,1.5,16.05,0,0,,,,0,,,,,,,,,,,,,,,
M10_JS_A1_C15,233.0235125,10.7875,3.988037199,-0.002832862,0,3.988037199,1.039849725,30,,0.700240385,145.65,208,0,,,0.97243346,,25.84838925,-38.36059656,0.65,64.20898581,5.05,16.55,0,0,33,0.539381849,265,3.35,-42.63305759,-42.63305759,25.20752009,67.84057769,88.95874222,313.7207101,-111.6943384,-2.808743169,0.6,0.75,-111.6943384,-63.75122213,,,
M10_JS_A1_C28,251.0070857,24.0375,7.634887866,-0.000541796,0,7.634887866,1.088533594,40,73.275,2.796872628,307.05,109.7833333,0.821360417,0.018340637,1.153319644,1.141839378,0.011500862,13.70239288,-33.41674879,0.65,47.11914168,4.7,8.8,2,0.15,34,0.035647445,430,3.3,-44.64721779,-44.64721779,28.80859439,73.45581219,94.39087125,310.6689523,-175.7812539,-1.767361111,0.5,0.6,-175.7812539,-65.58227686,,,
M01_CN_A1_C02,165.5273474,18.58333333,0.663818374,-0.000419544,0,0.663818374,1.008660449,110,,,8.1,,,,,,,8.169555847,-40.54260345,0.6,48.71215929,2.3,2.3,0,0,5,0.107961368,,0,,,,,,,,,,,,,,,
M01_CN_A4_C10,302.3376532,17.23333333,4.841858018,-0.0000436,0,4.841858018,1.058215813,30,26.95,0.464788732,13.2,28.4,0.058031865,0.000855507,1.056818182,1.029427559,-0.0000666,15.59143101,-41.23840424,0.6,56.82983525,2.1,2.1,3,0.8,58,0.035620484,,0,,,,,,,,,,,,,,,
M01_CN_A4_C11,288.2385318,22.75,2.376586967,-0.000623596,0,2.376586967,1.027705755,10,34.75,9.854569713,369.3,37.475,0.114055893,0.04077882,1.277777778,1.047672055,0.009228165,22.02453663,-41.03088471,0.6,63.05542133,1.9,1.9,2,1,36,0.227599124,,0,,,,,,,,,,,,,,,
M01_CN_A4_C12,302.2155829,28.15,1.288879423,-0.000630027,0,1.288879423,1.014953974,10,39.8,12.47708726,496.9,39.825,0.05716285,-0.003501419,0.979112272,1.090396927,0.012893773,18.20373576,-41.38183686,0.6,59.58557262,2.2,2.2,13,14604.9,42,0.078655907,,0,,,,,,,,,,,,,,,
M01_CN_A5_C13,268.7072814,16.5,3.019287177,-0.000711979,0,3.019287177,1.034531864,30,415.9,0.067926946,15.9,234.075,1.607070564,-0.200995806,0.080325815,0.880126593,-0.007570003,22.99804739,-47.39379989,0.6,70.39184728,1.8,1.8,0,0,49,0.04408501,,0,,,,,,,,,,,,,,,
M03_JS_A1_C02,452.2094828,14.275,4.161254976,0.001357358,1,4.161254976,1.040812393,10,74.5,0.21755535,19.1,87.79375,0.41051178,0.053841655,2.228938907,0.955619462,-0.002807583,29.80957098,-48.71826281,0.6,78.52783379,2.4,2.4,79,8105.2,26,0.13130477,10,11.45,-41.95556734,-41.95556734,18.780518,60.73608534,84.90600776,267.8222716,-114.624026,-2.336528222,0.6,0.75,-114.624026,-66.12548976,,,
M03_MW_A1_C02,443.4204201,25.54166667,14.53247103,-0.001363998,2,14.53247103,1.153474281,30,26.8,0.426050289,12.4,29.10454545,0.073163274,0.001470685,1.1,0.898004435,-0.000954524,16.9982914,-38.05542077,0.6,55.05371217,2.25,2.25,1,0.35,76,0.040360195,170,4.35,-45.10498148,-45.10498148,13.51928741,58.62426889,74.37133955,238.6474663,-108.032229,-2.209039548,0.6,0.7,-108.032229,-60.85205214,,,/morphology.html?cell=M3.MW.A2.C2.swc
M03_SM_A1_C05,135.0708038,16.44166667,5.0498048,-0.000194396,0,5.0498048,1.058559069,130,,,39.55,,,,,,,36.04126057,-44.93408304,0.6,80.97534361,1.75,18.3,0,0,,,,0,,,,,,,,,,,,,,,
M03_SM_A1_C16,266.1743224,24.78333333,7.986938655,-0.001006651,0,7.986938655,1.088064002,70,,,27.25,,,,,,,33.33129957,-37.34130943,0.6,70.672609,1.75,1.75,0,0,1,,500,3.4,-43.81713965,-43.81713965,31.0974128,74.91455246,94.69604704,304.8095771,-129.8828154,-2.346804511,0.55,0.65,-129.8828154,-63.59863423,,,
M05_MW_A1_C04,411.0717865,22.04166667,8.687744335,-0.001528234,0,8.687744335,1.082032781,70,22.275,4.100620166,245.2,59.79583333,1.046197918,0.010944502,1.423529412,1.108571429,0.00197553,0.24414063,-31.79931712,0.6,32.04345775,2.35,2.35,0,0,,,100,3.6,-38.57421961,-38.57421961,19.53125044,58.10547005,77.54516775,279.5410219,-148.9257846,-1.87704918,0.4,0.55,-148.9257846,-58.01391731,,,
M06_MW_A1_C04,549.0112427,23.73333333,18.34472697,-0.001020873,1,18.34472697,1.176236045,30,,,18.4,,,,,,,30.94482491,-39.97802824,0.6,70.92285315,3.35,3.35,4,2958.45,7,0.971755868,90,2.85,-35.7055672,-35.7055672,30.05981513,65.76538233,82.06176941,222.7783253,-83.00781436,-2.683823529,0.8,0.9,-83.00781436,-52.00195429,,,
M08_JS_A1_C05,386.9628993,16.65833333,11.05224634,-0.001150534,0,11.05224634,1.129907025,70,,,5.3,,,,,,,2.655029356,-35.82763752,0.6,38.48266688,2.3,2.3,0,0,1,,,0,,,,,,,,,,,,,,,
M10_JS_A1_C03,428.0090428,20.09166667,14.23217805,0.000621748,0,14.23217805,1.151335003,20,70.95,0.94689474,65.15,68.80384615,0.115651115,-0.003112651,0.926481085,0.968561064,-0.001278881,31.31103586,-44.40307716,0.6,75.71411302,1.8,1.8,3,6848.7,34,0.06515501,250,3.6,-44.21997169,-44.21997169,31.03637765,75.25634934,95.52002167,299.0722723,-162.3535193,-1.842105263,0.55,0.65,-162.3535193,-64.48364402,,,
M02_JS_D5_C03,318.298347,18.61666667,7.369995282,-0.002193281,0,7.369995282,1.078779971,10,,,708.2,,,,,,,37.13989341,-45.98999126,0.55,83.12988467,1.95,1.95,3,0.05,26,0.087264249,200,4.9,-46.72241315,-46.72241315,39.85595792,86.57837108,102.3559593,366.8212973,-179.4433634,-2.044217687,0.55,0.6,-179.4433634,-62.5000014,,,
M02_SM_A3_C05,349.4262773,14.28333333,6.342163228,0.000220324,1,6.342163228,1.061995478,10,45.775,0.723324721,38.7,53.50294118,0.156336473,-0.006809748,0.800185874,1.004037685,-0.0000315,30.0903327,-60.60791151,0.55,90.69824421,5.05,12.3,2,1,37,0.098667408,180,5.7,-58.86840952,-58.86840952,31.37207101,90.24048053,104.187014,415.0390718,-186.7675823,-2.222222222,0.5,0.55,-186.7675823,-72.81494303,,,
M03_JS_A1_C06,502.258312,17.09166667,4.003906339,-0.001412574,0,4.003906339,1.034784453,30,43.6,0.419724771,18.3,43.6,0.415181963,,,0.939073924,,33.28857496,-41.84570406,0.55,75.13427902,1.7,1.7,0,0,57,0.185011396,105,4.05,-47.61352645,-47.61352645,28.8879401,76.50146655,91.29028524,350.7080157,-162.2314489,-2.161775771,0.5,0.6,-162.2314489,-62.40234514,,,
M05_JS_A1_C04,540.1611449,22.93333333,7.765503103,-0.002516772,0,7.765503103,1.081937441,50,,,10.45,,,,,,,8.056640805,-46.081544,0.55,54.1381848,2.2,2.2,0,0,3,0.066888479,130,3.25,-46.53930768,-46.53930768,8.361816593,54.90112427,69.36645663,262.4511777,-112.9150416,-2.324324324,0.5,0.65,-112.9150416,-61.00464004,,,
M08_JS_A1_C02,354.9194415,14.95,3.334961012,-0.0000235,0,3.334961012,1.031742343,10,82.55,0.764215315,86.4,113.0571429,0.226363964,0.045715619,1.735890014,0.978624174,-0.002265202,35.40039142,-43.12133885,0.55,78.52173027,5.05,10.25,104,8340.95,20,0.11610432,,0,,,,,,,,,,,,,,,
M08_JS_A1_C03,325.3173901,13.70833333,2.651367247,-0.00070829,0,2.651367247,1.026772508,50,,,17.8,,,,,,,32.19604564,-48.85864367,0.55,81.05468931,1.65,1.65,3,545.2,52,0.209141291,140,3.8,-48.00415146,-48.00415146,29.84619207,77.85034354,92.04101768,326.5380932,-148.9257846,-2.192622951,0.55,0.65,-148.9257846,-62.19482561,,,
M08_JS_A1_C14,402.4505705,28.34166667,5.368042112,0.000393434,0,5.368042112,1.050880796,70,21.55,0.843146491,17.9,21.23,0.059781924,0.002242243,1.138823529,0.878820961,-0.000496179,14.89257846,-41.01562592,0.55,55.90820437,1.7,1.7,0,0,94,0.042545441,265,2.5,-49.37744251,-49.37744251,21.94213916,71.31958167,93.07861536,296.630866,-162.3535193,-1.827067669,0.5,0.6,-162.3535193,-71.1364762,,,
M08_MW_A1_C05,100.0976585,13.15,5.054321402,-0.001289403,0,5.054321402,1.06671823,150,,,70.45,,,,,,,40.03906339,-42.9077158,0.55,82.9467792,1.55,19.5,0,0,,,,0,,,,,,,,,,,,,,,
M03_JS_A1_C01,237.3962455,30.04166667,11.32440211,-0.001664102,0,11.32440211,1.127705954,30,,0.610583446,90,147.4,0,,,0.90430102,,14.53552279,-44.42749123,0.5,58.96301401,1.55,1.55,0,0,5,0.187529013,195,3.35,-48.22998155,-48.22998155,15.26489292,63.49487447,80.57861508,248.2910212,-155.7617222,-1.594043887,0.5,0.65,-155.7617222,-65.31372216,,,/morphology.html?cell=M3.JS.A1.C1.swc
M03_JS_A1_C04,290.039069,26.925,9.46813986,-0.002046393,0,9.46813986,1.103820572,30,54.675,1.945963811,294.4,151.2875,1.301586507,0.233225508,7.393211921,1.022499691,0.022558847,11.15722681,-38.21411218,0.5,49.37133899,1.75,1.75,2,0.2,52,0.05933841,415,2.95,-47.07641707,-47.07641707,25.93383847,73.01025554,93.39599818,382.9345789,-193.8476606,-1.975440806,0.4,0.5,-193.8476606,-67.46215971,,,
M03_JS_A1_C16,234.4360404,28.73333333,7.738891775,-0.002187165,0,7.738891775,1.090865311,70,,,8.05,,,,,,,5.963134899,-34.5825203,0.5,40.5456552,1.9,1.9,0,0,,,,0,,,,,,,,,,,,,,,
M03_MW_A1_C05,499.8779409,23.7,7.434692549,0.0000167,2,7.434692549,1.08812826,50,10.525,0.270677468,3.05,11.26802326,0.032350242,0.000738241,1.133663366,1.029931305,0.000187336,25.97045956,-36.22436604,0.5,62.19482561,1.45,1.45,3,0.45,127,0.02344359,50,1.65,-43.51806738,-43.51806738,19.13452191,62.65258929,84.62524603,311.8896554,-202.0263717,-1.543806647,0.35,0.45,-202.0263717,-65.49072412,,,
M03_SM_A1_C06,464.9047955,27.25833333,4.675415144,-0.002809307,0,4.675415144,1.046949065,30,,,13.55,,,,,,,22.71118215,-33.23974684,0.5,55.95092898,1.55,1.55,0,0,42,0.11143742,120,3.4,-42.23632907,-42.23632907,32.82470776,75.06103683,92.25464073,353.2714923,-183.4716838,-1.925482369,0.45,0.55,-183.4716838,-59.42993297,,,
M03_SM_A1_C07,131.286624,13.11666667,5.681518682,-0.001207451,0,5.681518682,1.066722863,170,,,39.4,,,,,,,42.49878025,-39.99633878,0.5,82.49511903,1.4,1.4,0,0,,,335,2.45,-41.91894625,-41.91894625,35.38818438,77.30713063,89.47143755,352.1728594,-133.5449249,-2.637111517,0.55,0.6,-133.5449249,-54.08325316,,,
M08_SM_A1_C03,280.4565492,18.30833333,12.18261746,-0.002247263,0,12.18261746,1.14602385,90,14.05,0.639981346,8.95,13.98478261,0.08614057,0.000764677,1.110294118,0.829831933,-0.001309539,12.96997099,-45.13549906,0.5,58.10547005,1.65,1.65,0,0,,,115,4.25,-48.33984483,-48.33984483,13.97705109,62.31689592,80.10864437,262.4511777,-169.6777382,-1.54676259,0.45,0.55,-169.6777382,-66.13159328,,,
M10_JS_A1_C26,264.3585264,28.81875,7.9193117,-0.005091506,0,7.9193117,1.086399201,40,,,74.65,,,,,,,16.8457035,-35.88867268,0.5,52.73437618,1.7,1.7,4,7434.35,40,0.114003883,420,3.35,-45.04394632,-45.04394632,33.41674879,78.46069511,97.35107639,449.21876,-264.2822325,-1.699769053,0.4,0.4,-264.2822325,-63.9343276,,,
M02_JS_D3_C08,354.30909,15.125,16.25366247,-0.00482228,0,16.25366247,1.184969091,70,15,1.077370443,11.4,10.58131868,0.350869631,-0.003831619,0.501845018,1.178666667,0.00067721,15.31982456,-41.9006357,0.45,57.22046026,1.35,1.35,9,58,204,0.092923368,110,3.2,-50.41504019,-50.41504019,17.21191445,67.62695464,85.66284371,327.1484448,-200.8056686,-1.629179331,0.4,0.5,-200.8056686,-68.45092926,,,
M02_MW_D5_C11,309.7534249,12.93333333,18.77807659,-0.003077952,3,18.77807659,1.228515828,50,24.225,0.586788205,20.55,35.02115385,0.163910974,0.016804142,2.327543424,0.994931209,0.00023047,1.312255889,-40.83252044,0.45,42.14477633,1.1,1.1,0,0,99,0.083309466,230,3.3,-46.29516705,-46.29516705,0.457763682,46.75293073,66.98608548,158.0810582,-147.0947299,-1.074688797,0.5,0.6,-147.0947299,-66.5283218,,,
M04_JS_A1_C03,262.2985898,22.93333333,1.939086957,0.00000846,0,1.939086957,1.027282564,150,,,3.25,,,,,,,20.8160405,-45.16296488,0.45,65.97900538,1.25,1.25,0,0,,,155,3.35,-43.0603037,-43.0603037,21.06018113,64.12048483,86.743166,296.1425847,-195.9228559,-1.51152648,0.4,0.5,-195.9228559,-65.68298487,,,
M05_JS_A1_C06,366.2109457,19.50833333,12.57385282,-0.002267416,0,12.57385282,1.144114334,70,17.4,0.804315841,16.4,20.39,0.13170069,0.008568885,1.510086455,0.810202206,-0.004265347,23.25439505,-43.15185643,0.45,66.40625148,1.35,1.35,0,0,111,0.085386915,225,3.65,-45.98999126,-45.98999126,25.23803767,71.22802894,89.01977738,305.7861396,-182.4951213,-1.675585284,0.5,0.55,-182.4951213,-63.78173971,,,
M08_JS_A1_C01,266.7236388,18.93333333,10.2435305,-0.003473136,0,10.2435305,1.123570687,90,,,19.65,,,,,,,27.55737366,-35.24780352,0.45,62.80517719,1.55,1.55,0,0,,,270,3.45,-47.14965926,-47.14965926,31.92138743,79.07104669,98.60229713,367.4316488,-198.9746138,-1.846625767,0.5,0.55,-198.9746138,-66.68090969,,,
M01_CN_A5_C15,310.6079171,18.33333333,7.04406754,-0.001683996,0,7.04406754,1.076618712,170,,,9.1,,,,,,,14.11132844,-33.8073738,0.4,47.91870224,1,1,0,0,,,,0,,,,,,,,,,,,,,,
M01_MW_D4_C10,307.2509834,10.5,4.292846776,-0.001801862,5,4.292846776,1.063860697,110,,0.272058824,3.7,13.6,0,,,0.787246178,,12.99438506,-40.50903411,0.4,53.50341916,1.4,1.4,3,0.6,128,0.057015967,140,3,-36.79809653,-36.79809653,21.24023485,58.03833138,80.79223813,276.123053,-184.4482463,-1.49702184,0.4,0.5,-184.4482463,-59.55200328,,,
M01_MW_D5_C14,408.6914154,25.15,23.65173393,-0.006915529,0,23.65173393,1.259257773,30,37.85,1.47132749,25.8,17.53518519,0.339266289,0.000434205,1.024691358,1.048281233,0.000133198,14.03808625,-40.82641693,0.4,54.86450318,1.4,1.4,3,0.8,127,0.034752506,120,3.35,-46.55761823,-46.55761823,22.1496587,68.70727693,86.71875194,324.2187572,-220.336919,-1.471468144,0.35,0.45,-220.336919,-64.56909324,,,
M01_SM_A1_C02,310.6079171,18.33333333,7.04406754,-0.001683996,0,7.04406754,1.076618712,170,,,9.1,,,,,,,14.11132844,-33.8073738,0.4,47.91870224,1,1,0,0,,,140,3.05,-33.99658279,-33.99658279,1.049804711,35.0463875,50.55542105,79.22363458,-73.24218914,-1.081666667,0.65,0.9,-73.24218914,-49.50561634,,,
M02_JS_D2_C09,190.124516,14.4,3.292846753,-0.000151183,0,3.292846753,1.048253656,70,16.475,0.499143613,8.15,16.3279661,0.091928976,0.0000993,1.012158055,0.892651757,-0.001359565,11.99340847,-35.76660236,0.4,47.76001083,1.4,1.4,0,0,113,0.047641923,160,3.15,-44.61670022,-44.61670022,15.16723667,59.78393688,78.94897637,343.6279374,-216.6748095,-1.585915493,0.3,0.4,-216.6748095,-63.78173971,,,
M02_SM_A1_C03,345.7641679,14.10833333,10.56884789,-0.004334772,1,10.56884789,1.100130686,10,30.625,0.530180727,61.85,116.6583333,1.316720094,0.033365201,1.321005917,0.903058824,-0.008334539,10.49804711,-54.35180786,0.4,64.84985497,1.5,1.5,0,0,11,1.235975396,130,24.95,-52.67334102,-52.67334102,8.209228699,60.88256972,75.98877123,317.9931712,-194.0918012,-1.63836478,0.4,0.4,-194.0918012,-67.77954253,,,
M02_SM_A4_C07,215.1489306,11.84166667,11.04492212,-0.003419206,0,11.04492212,1.137817584,110,,,14.85,,,,,,,14.00756867,-38.75732509,0.4,52.76489376,1.15,1.15,0,0,131,0.070868285,250,3.35,-45.25756937,-45.25756937,15.28930698,60.54687635,80.59692563,305.7861396,-193.4814496,-1.58044164,0.4,0.5,-193.4814496,-65.30761865,,,
M03_SM_A1_C04,294.5556706,18.625,3.669067465,-0.001732675,0,3.669067465,1.042176798,150,17.075,0.68681632,6.9,10.04635417,0.157947011,-0.003657076,0.475,0.864912474,-0.001057308,20.75195359,-34.68628007,0.4,55.43823366,1.3,1.3,0,0,,,180,3.35,-41.16821381,-41.16821381,22.35107472,63.51928853,81.68335144,271.6064514,-161.1328161,-1.685606061,0.45,0.6,-161.1328161,-59.33227672,,,
M04_JS_A1_C01,634.1552876,28.34166667,21.20141649,-0.002676112,0,21.20141649,1.277583416,50,,,8.5,,,,,,,24.62463434,-39.70947354,0.4,64.33410788,1.55,1.55,0,0,,,60,3.85,-39.54467862,-39.54467862,13.82141144,53.36609006,73.86474774,188.6596722,-114.3798854,-1.64941302,0.55,0.7,-114.3798854,-60.0433363,,,
M04_MW_A1_C06,197.2045943,12.16666667,8.762451368,-0.001597353,0,8.762451368,1.119962966,150,,,8.35,,,,,,,30.981446,-42.9077158,0.4,73.88916181,1.1,1.1,0,0,,,205,3.3,-44.87304788,-44.87304788,31.35986398,76.23291186,87.90893751,390.1367275,-237.3046928,-1.644032922,0.35,0.4,-237.3046928,-56.54907353,,,
M10_JS_A1_C18,185.3942913,21.33125,8.582763864,-0.001130207,0,8.582763864,1.091023251,150,,,11.55,,,,,,,15.77758824,-32.2570808,0.4,48.03466904,1.3,1.3,0,0,4,0.494710598,360,3.2,-35.03418047,-35.03418047,22.09472706,57.12890753,73.48632977,325.9277417,-186.7675823,-1.745098039,0.35,0.4,-186.7675823,-51.39160271,,,
M02_JS_D6_C02,373.8403404,21.96666667,11.01257349,-0.00247577,0,11.01257349,1.117385675,90,14.5,0.661999791,9.9,14.9546875,0.061340316,0.000253031,1.032258065,1.017814155,0.000177691,24.90234431,-38.48266688,0.35,63.38501118,1.15,1.15,0,0,126,0.024261975,150,3.5,-47.21069441,-47.21069441,22.76611379,69.9768082,95.03174041,360.1074299,-230.1025442,-1.564986737,0.35,0.45,-230.1025442,-72.26562662,,,
